ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
5.77,427.0,80.86,33.7,12,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.15,336.8,65.25,23.1,16,32.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.18,127.1,23.24,26.1,16,53.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.23,184.9,23.67,26.9,19,47.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.81,387.5,92.95,28.7,45,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.75,482.7,92.29,25.0,36,21.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.39,148.1,29.61,25.3,7,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.64,494.1,90.59,29.2,14,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.51,159.5,14.01,25.9,8,59.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.46,75.4,9.55,24.0,7,66.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.49,341.4,91.78,26.2,23,23.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.12,251.0,31.77,30.0,29,37.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.49,33.4,16.3,24.0,3,68.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.88,77.7,0.03,23.1,7,82.8,Excellent_Store,Best for storage; disinfect before drinking use
5.89,383.1,67.53,25.8,18,29.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.11,134.8,0.03,27.7,4,83.9,Excellent_Store,Best for storage; disinfect before drinking use
5.55,513.8,88.75,28.5,18,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.38,108.9,6.21,27.3,2,72.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.9,117.1,18.8,29.8,5,52.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.96,404.5,49.41,30.4,32,28.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.55,112.0,6.75,26.9,4,74.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.72,188.5,25.36,25.9,10,38.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.99,101.8,35.29,27.2,13,49.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.22,91.4,2.62,28.7,5,82.9,Excellent_Store,Best for storage; disinfect before drinking use
5.87,357.6,79.26,30.1,14,27.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.16,350.5,56.73,25.9,12,37.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,170.7,0.03,21.6,1,77.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,35.7,50.57,30.6,6,55.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.24,34.8,0.03,29.9,6,92.4,Excellent_Store,Best for storage; disinfect before drinking use
6.18,154.3,18.9,25.5,18,47.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.03,16.4,12.38,28.1,3,67.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.78,209.8,28.77,24.6,8,38.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.17,9.4,0.03,27.9,0,96.3,Excellent_Store,Best for storage; disinfect before drinking use
6.0,300.9,38.1,22.5,13,33.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.43,69.5,15.28,27.8,0,67.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.55,35.9,2.67,27.1,0,90.6,Excellent_Store,Best for storage; disinfect before drinking use
6.31,46.8,8.6,25.8,1,75.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.14,63.0,1.43,26.1,2,86.7,Excellent_Store,Best for storage; disinfect before drinking use
6.21,22.1,0.03,33.8,0,92.7,Excellent_Store,Best for storage; disinfect before drinking use
6.08,166.4,20.63,27.2,16,46.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.89,33.0,21.98,23.2,4,58.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
4.93,331.7,95.0,29.4,35,17.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.66,507.0,95.0,32.7,22,20.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.55,445.8,95.0,34.7,43,20.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.12,126.2,5.15,28.8,10,68.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.43,175.4,0.69,31.2,1,83.0,Excellent_Store,Best for storage; disinfect before drinking use
5.93,246.2,59.42,24.6,26,32.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.04,278.6,41.91,27.4,15,32.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.27,129.5,5.07,29.9,14,71.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.11,52.6,1.07,24.8,7,86.3,Excellent_Store,Best for storage; disinfect before drinking use
4.86,456.3,95.0,29.9,17,14.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.98,83.7,7.56,26.1,1,67.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.37,28.3,7.77,22.2,0,74.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.22,93.6,0.03,26.3,1,90.4,Excellent_Store,Best for storage; disinfect before drinking use
5.87,279.1,61.2,28.6,25,34.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.75,334.1,95.0,21.3,32,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.21,43.2,0.03,26.5,1,92.8,Excellent_Store,Best for storage; disinfect before drinking use
6.39,97.8,0.44,29.7,0,90.6,Excellent_Store,Best for storage; disinfect before drinking use
6.25,116.6,5.27,28.0,5,71.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,42.6,10.41,26.0,9,62.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.03,210.9,59.78,29.4,21,37.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.96,104.2,7.31,28.8,5,65.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.55,347.7,90.07,30.8,19,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.9,370.6,89.77,29.1,16,29.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.86,222.4,75.66,29.3,22,33.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.28,172.0,24.15,26.3,23,48.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.12,660.4,66.19,31.7,27,26.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.17,201.4,17.34,28.1,20,46.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.79,446.7,75.03,27.1,27,26.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.89,52.9,0.03,35.3,2,82.1,Excellent_Store,Best for storage; disinfect before drinking use
6.12,130.0,6.87,24.0,0,67.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,89.4,6.49,23.0,5,68.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.1,127.3,22.57,27.7,4,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.15,70.0,0.7,26.6,4,89.1,Excellent_Store,Best for storage; disinfect before drinking use
6.57,303.5,52.58,31.3,7,41.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.01,100.3,17.97,26.6,3,58.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.59,309.0,85.09,25.2,36,24.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,42.7,0.03,29.9,0,92.4,Excellent_Store,Best for storage; disinfect before drinking use
5.28,508.1,95.0,36.5,30,14.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.88,451.7,81.79,23.5,41,23.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.6,379.2,95.0,23.0,44,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.11,47.5,4.44,31.4,5,78.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.03,205.9,25.24,26.1,6,47.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,107.4,54.32,24.8,2,53.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,362.9,64.92,29.1,27,29.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.72,78.0,2.84,23.0,13,70.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.32,148.5,7.16,28.6,22,63.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.57,43.7,2.71,27.2,1,95.0,Excellent_Store,Best for storage; disinfect before drinking use
5.41,472.6,95.0,26.9,35,19.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.83,269.1,58.07,26.5,28,31.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,88.7,0.65,29.9,9,80.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.82,269.7,59.66,25.1,29,29.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,128.2,37.16,24.0,16,46.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.79,330.5,87.08,28.0,28,28.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.99,128.1,33.31,27.4,5,52.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,374.0,77.65,23.5,23,27.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.32,79.8,1.48,24.4,6,86.1,Excellent_Store,Best for storage; disinfect before drinking use
6.18,108.0,12.82,26.9,22,57.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.12,70.3,1.39,21.4,1,84.1,Excellent_Store,Best for storage; disinfect before drinking use
6.07,64.1,23.87,27.4,20,52.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.15,64.8,1.53,29.8,7,86.9,Excellent_Store,Best for storage; disinfect before drinking use
6.23,215.7,19.59,23.6,7,46.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.68,133.8,4.87,25.1,12,72.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.93,393.0,31.92,29.1,31,31.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.26,177.4,0.03,33.5,8,79.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.66,389.3,78.12,26.2,35,23.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.01,351.2,48.05,26.8,27,31.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.39,116.1,30.03,26.4,7,55.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,196.4,28.04,30.0,6,48.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.0,27.4,9.84,28.3,7,66.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.11,96.3,9.12,28.4,13,65.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.73,360.2,95.0,31.2,20,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.98,41.3,5.46,29.7,11,71.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.11,267.5,42.26,28.4,16,36.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.78,495.8,94.57,25.0,31,22.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,51.7,0.46,26.9,0,90.6,Excellent_Store,Best for storage; disinfect before drinking use
6.13,142.0,7.88,28.8,17,61.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.24,143.4,23.36,28.5,19,48.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.65,449.6,59.94,29.0,23,22.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.78,530.2,95.0,30.5,15,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.76,433.9,75.18,29.3,40,23.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.58,354.6,95.0,26.1,25,22.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.51,438.4,95.0,27.5,21,22.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.74,310.3,63.34,26.6,24,29.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.53,342.4,95.0,26.5,42,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.3,176.5,29.7,28.5,21,46.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.1,214.7,16.55,25.4,5,47.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.75,449.1,73.71,27.2,21,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.63,405.7,95.0,24.6,25,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.19,15.8,0.03,28.6,7,90.7,Excellent_Store,Best for storage; disinfect before drinking use
6.11,110.8,0.03,24.3,6,85.9,Excellent_Store,Best for storage; disinfect before drinking use
6.5,77.1,6.44,23.0,1,76.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.2,152.4,2.95,27.9,6,75.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.0,377.8,48.97,25.5,26,30.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.06,135.0,11.01,22.9,12,57.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.71,631.5,95.0,29.3,44,19.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.37,66.2,2.92,25.9,6,82.3,Excellent_Store,Best for storage; disinfect before drinking use
5.66,612.0,79.58,21.1,36,18.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.38,110.7,0.68,29.9,5,86.8,Excellent_Store,Best for storage; disinfect before drinking use
6.19,161.2,5.01,26.5,13,67.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.81,506.6,80.68,29.3,36,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,18.1,3.76,31.4,8,79.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.66,205.4,12.82,28.6,14,58.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.12,117.3,29.3,25.4,17,48.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.78,277.8,64.76,29.2,33,29.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.2,60.4,1.87,25.2,2,87.8,Excellent_Store,Best for storage; disinfect before drinking use
6.3,55.8,0.54,27.8,3,93.9,Excellent_Store,Best for storage; disinfect before drinking use
6.12,74.1,1.08,28.6,0,88.7,Excellent_Store,Best for storage; disinfect before drinking use
5.96,425.8,68.68,28.6,27,28.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.78,323.8,19.54,26.0,14,36.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.95,68.4,53.4,33.8,21,47.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.51,213.1,71.51,21.0,24,28.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.03,96.7,0.76,30.8,0,84.0,Excellent_Store,Best for storage; disinfect before drinking use
6.29,94.2,19.25,29.8,18,55.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.21,29.1,2.58,28.8,7,86.5,Excellent_Store,Best for storage; disinfect before drinking use
5.64,313.2,75.23,26.8,42,22.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.24,117.5,47.65,29.3,7,51.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.07,172.9,1.88,30.5,4,75.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.84,486.8,77.96,22.8,22,22.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.03,5.0,0.03,24.2,4,89.9,Excellent_Store,Best for storage; disinfect before drinking use
5.9,207.7,55.59,20.0,22,36.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.38,5.0,1.55,31.0,7,90.6,Excellent_Store,Best for storage; disinfect before drinking use
5.64,469.9,95.0,24.9,42,21.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.01,244.8,67.03,27.4,18,36.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.44,30.4,3.1,23.4,2,88.0,Excellent_Store,Best for storage; disinfect before drinking use
6.07,101.7,6.49,29.3,14,67.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.95,125.7,31.42,29.7,6,46.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.87,63.8,0.23,31.5,7,84.1,Excellent_Store,Best for storage; disinfect before drinking use
6.11,6.6,1.72,30.2,3,87.9,Excellent_Store,Best for storage; disinfect before drinking use
5.94,94.9,0.03,28.9,2,82.8,Excellent_Store,Best for storage; disinfect before drinking use
6.08,31.1,2.55,25.4,6,83.0,Excellent_Store,Best for storage; disinfect before drinking use
6.09,54.5,8.47,25.0,9,67.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.19,5.0,4.33,28.3,3,83.0,Excellent_Store,Best for storage; disinfect before drinking use
5.5,346.4,27.8,25.6,27,26.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.36,78.7,8.86,32.3,6,68.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.48,374.9,83.12,26.2,38,21.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.6,280.7,77.66,29.6,14,27.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.2,30.5,0.38,26.2,1,93.7,Excellent_Store,Best for storage; disinfect before drinking use
6.24,12.0,3.53,27.3,4,87.3,Excellent_Store,Best for storage; disinfect before drinking use
